Code plate-forme;Code gare;Code UIC;Date fin validité plateforme;Intitulé plateforme;Code postal;Code Commune;Commune;Code département;Département;Longitude;Latitude;Segment DRG;Niveau de service;RG;TVSs;SOPs;Gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;DTG;Région SNCF;Unité gare;UT;Nbre plateformes;TVS;WGS 84
01232-1;01232;0087584516;;Coutras;33230;138;Coutras;33;Gironde;-0.13169;45.036610;b;1;GARES B AQUITAINE;"[{""TVS_Code"": ""COU""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Coutras"", ""Alias_Libelle_Fronton"": ""Coutras"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Aquitaine"", ""UT_Libelle"": ""COUTRAS P GARE""}";Coutras;Coutras;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;COUTRAS P GARE;1;COU;45.03661,-0.13169
01249-1;01249;0087583823;;Luxé;16230;196;Luxé;16;Charente;0.1094107;45.8873947;c;1;GARES C POITOU CHARENTES;"[{""TVS_Code"": ""LXC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Luxé"", ""Alias_Libelle_Fronton"": ""Luxé"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""LUXE P GARE""}";Luxé;Luxé;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;LUXE P GARE;1;LXC;45.8873947,0.1094107
01251-1;01251;0087583674;;Montmoreau;16190;230;Montmoreau;16;Charente;0.1380013;45.3982987;c;1;GARES C POITOU CHARENTES;"[{""TVS_Code"": ""MMA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Montmoreau"", ""Alias_Libelle_Fronton"": ""Montmoreau"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""MONTMOREAU GARE""}";Montmoreau;Montmoreau;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;MONTMOREAU GARE;1;MMA;45.3982987,0.1380013
01253-1;01253;0087583443;;Chasseneuil-sur-Bonnieure;16260;085;Chasseneuil-sur-Bonnieure;16;Charente;0.4535528;45.8244091;c;1;GARES C POITOU CHARENTES;"[{""TVS_Code"": ""CBN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Chasseneuil-sur-Bonnieure"", ""Alias_Libelle_Fronton"": ""Chasseneuil-sur-Bonnieure"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""CHASSENEUIL SUR BONNIEURE GARE""}";Chasseneuil-sur-Bonnieure;Chasseneuil-sur-Bonnieure;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;CHASSENEUIL SUR BONNIEURE GARE;1;CBN;45.8244091,0.4535528
01259-1;01259;0087582858;;Gironde-sur-Dropt;33190;187;Gironde-sur-Dropt;33;Gironde;-0.0920127;44.583292;c;1;GARES C AQUITAINE;"[{""TVS_Code"": ""GID""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Gironde-sur-Dropt"", ""Alias_Libelle_Fronton"": ""Gironde"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Aquitaine"", ""UT_Libelle"": ""GIRONDE GARE""}";Gironde-sur-Dropt;Gironde;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;GIRONDE GARE;1;GID;44.583292,-0.0920127
01260-1;01260;0087582841;;Caudrot;33490;111;Caudrot;33;Gironde;-0.1452784;44.5801152;c;1;GARES C AQUITAINE;"[{""TVS_Code"": ""KDT""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Caudrot"", ""Alias_Libelle_Fronton"": ""Caudrot"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Aquitaine"", ""UT_Libelle"": ""CAUDROT GARE""}";Caudrot;Caudrot;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;CAUDROT GARE;1;KDT;44.5801152,-0.1452784
01265-1;01265;0087582759;;Barsac;33720;030;Barsac;33;Gironde;-0.3215775;44.6054306;c;1;GARES C AQUITAINE;"[{""TVS_Code"": ""BSQ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Barsac"", ""Alias_Libelle_Fronton"": ""Barsac"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Aquitaine"", ""UT_Libelle"": ""BARSAC GARE""}";Barsac;Barsac;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;BARSAC GARE;1;BSQ;44.6054306,-0.3215775
01267-1;01267;0087582734;;Podensac;33720;327;Podensac;33;Gironde;-0.3589057;44.6489664;c;1;GARES C AQUITAINE;"[{""TVS_Code"": ""POD""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Podensac"", ""Alias_Libelle_Fronton"": ""Podensac"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Aquitaine"", ""UT_Libelle"": ""PODENSAC GARE""}";Podensac;Podensac;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;PODENSAC GARE;1;POD;44.6489664,-0.3589057
01271-1;01271;0087582692;;Saint-Médard-d'Eyrans;33650;448;Saint-Médard-d'Eyrans;33;Gironde;-0.5057172;44.7168571;c;1;GARES C AQUITAINE;"[{""TVS_Code"": ""SYS""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Médard-d'Eyrans"", ""Alias_Libelle_Fronton"": ""Saint-Médard-d'Eyrans"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Aquitaine"", ""UT_Libelle"": ""SAINT MEDARD D EYRANS GARE""}";Saint-Médard-d'Eyrans;Saint-Médard-d'Eyrans;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;SAINT MEDARD D EYRANS GARE;1;SYS;44.7168571,-0.5057172
01274-1;01274;0087582643;;La Teste-de-Buch;33260;529;Teste-de-Buch;33;Gironde;-1.14295;44.636924;b;1;GARES B AQUITAINE;"[{""TVS_Code"": ""TTE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Teste-de-Buch"", ""Alias_Libelle_Fronton"": ""La Teste"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Aquitaine"", ""UT_Libelle"": ""LA TESTE GARE""}";La Teste-de-Buch;La Teste;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;LA TESTE GARE;1;TTE;44.636924,-1.14295
01276-1;01276;0087582619;;Gujan-Mestras;33470;199;Gujan-Mestras;33;Gironde;-1.06906;44.640454;b;1;GARES B AQUITAINE;"[{""TVS_Code"": ""GUJ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Gujan-Mestras"", ""Alias_Libelle_Fronton"": ""Gujan-Mestras"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Aquitaine"", ""UT_Libelle"": ""GUJAN MESTRAS GARE""}";Gujan-Mestras;Gujan-Mestras;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;GUJAN MESTRAS GARE;1;GUJ;44.640454,-1.06906
01289-1;01289;0087581736;;Bruges;33520;075;Bruges;33;Gironde;-0.609445;44.8870124;c;1;GARES C BORDEAUX METRO;"[{""TVS_Code"": ""BGH""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Bruges"", ""Alias_Libelle_Fronton"": ""Bruges"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Bordeaux Métropole"", ""UT_Libelle"": ""BRUGES GARE""}";Bruges;Bruges;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Bordeaux Métropole;BRUGES GARE;1;BGH;44.8870124,-0.609445
01307-1;01307;0087576884;;Villefranche-sur-Cher;41200;280;Villefranche-sur-Cher;41;Loir-et-Cher;1.768094;47.2948034;c;1;GARES C CENTRE;"[{""TVS_Code"": ""VSC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Villefranche-sur-Cher"", ""Alias_Libelle_Fronton"": ""Villefranche-sur-Cher"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""VILLEFRANCHE SUR CHER GARE""}";Villefranche-sur-Cher;Villefranche-sur-Cher;True;False;DTG Centre Ouest;REGION CENTRE;UG Centre;VILLEFRANCHE SUR CHER GARE;1;VSC;47.2948034,1.768094
01310-1;01310;0087576728;;Mennetou-sur-Cher;41320;135;Mennetou-sur-Cher;41;Loir-et-Cher;1.8765238;47.2688835;c;1;GARES C CENTRE;"[{""TVS_Code"": ""MNN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Mennetou-sur-Cher"", ""Alias_Libelle_Fronton"": ""Mennetou-sur-Cher"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""MENNETOU SUR CHER GARE""}";Mennetou-sur-Cher;Mennetou-sur-Cher;True;False;DTG Centre Ouest;REGION CENTRE;UG Centre;MENNETOU SUR CHER GARE;1;MNN;47.2688835,1.8765238
01311-1;01311;0087576470;;La Guerche-sur-l'Aubois;18150;108;Guerche-sur-l'Aubois;18;Cher;2.9485731;46.9477388;c;1;GARES C CENTRE;"[{""TVS_Code"": ""GUA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Guerche-sur-l'Aubois"", ""Alias_Libelle_Fronton"": ""La Guerche-sur-l'Aubois"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""LA GUERCHE SUR L AUBOIS GARE""}";La Guerche-sur-l'Aubois;La Guerche-sur-l'Aubois;True;False;DTG Centre Ouest;REGION CENTRE;UG Centre;LA GUERCHE SUR L AUBOIS GARE;1;GUA;46.9477388,2.9485731
01318-1;01318;0087576348;;Urçay - La Perche;18200;178;Perche;18;Cher;2.5865708;46.6295123;c;1;GARES C CENTRE;"[{""TVS_Code"": ""UCY""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Urçay - La Perche"", ""Alias_Libelle_Fronton"": ""Urçay"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""URCAY GARE""}";Urçay - La Perche;Urçay;True;False;DTG Centre Ouest;REGION CENTRE;UG Centre;URCAY GARE;1;UCY;46.6295123,2.5865708
01325-1;01325;0087576223;;Chabris;36210;034;Chabris;36;Indre;1.6459424;47.2549836;c;1;GARES C CENTRE;"[{""TVS_Code"": ""CGY""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Chabris"", ""Alias_Libelle_Fronton"": ""Chabris"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""CHABRIS GARE B.A.""}";Chabris;Chabris;True;False;DTG Centre Ouest;REGION CENTRE;UG Centre;CHABRIS GARE B.A.;1;CGY;47.2549836,1.6459424
01327-1;01327;0087576207;;Bourges;18000;033;Bourges;18;Cher;2.394255;47.094145;a;2;GARE BOURGES;"[{""TVS_Code"": ""BGS""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Bourges"", ""Alias_Libelle_Fronton"": ""Bourges"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""BOURGES P GARE""}";Bourges;Bourges;True;False;DTG Centre Ouest;REGION CENTRE;UG Centre;BOURGES P GARE;1;BGS;47.094145,2.394255
01333-1;01333;0087576140;;Selles-Saint-Denis;41300;241;Selles-Saint-Denis;41;Loir-et-Cher;1.9222038;47.3883857;c;1;GARES C CENTRE;"[{""TVS_Code"": ""SSD""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Selles-Saint-Denis"", ""Alias_Libelle_Fronton"": ""Selles-Saint-Denis"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""SELLES ST DENIS GARE B.A.""}";Selles-Saint-Denis;Selles-Saint-Denis;True;False;DTG Centre Ouest;REGION CENTRE;UG Centre;SELLES ST DENIS GARE B.A.;1;SSD;47.3883857,1.9222038
01336-1;01336;0087576108;;Foëcy;18500;096;Foëcy;18;Cher;2.1625062;47.1756905;c;1;GARES C CENTRE;"[{""TVS_Code"": ""FCY""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Foëcy"", ""Alias_Libelle_Fronton"": ""Foëcy"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""FOECY GARE""}";Foëcy;Foëcy;True;False;DTG Centre Ouest;REGION CENTRE;UG Centre;FOECY GARE;1;FCY;47.1756905,2.1625062
01339-1;01339;0087576025;;Romorantin-Lanthenay;41200;194;Romorantin-Lanthenay;41;Loir-et-Cher;1.7390137;47.3554468;c;1;GARES C CENTRE;"[{""TVS_Code"": ""RMA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Romorantin-Lanthenay"", ""Alias_Libelle_Fronton"": ""Romorantin Blanc Argent"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""ROMORANTIN GARE""}";Romorantin-Lanthenay;Romorantin Blanc Argent;True;False;DTG Centre Ouest;REGION CENTRE;UG Centre;ROMORANTIN GARE;1;RMA;47.3554468,1.7390137
01352-1;01352;0087575225;;Chasseneuil-du-Poitou;86360;062;Chasseneuil-du-Poitou;86;Vienne;0.3730275;46.6517702;c;1;GARES C POITOU CHARENTES;"[{""TVS_Code"": ""CHN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Chasseneuil-du-Poitou"", ""Alias_Libelle_Fronton"": ""Chasseneuil-du-Poitou"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""CHASSENEUIL (VIENNE) GARE""}";Chasseneuil-du-Poitou;Chasseneuil-du-Poitou;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;CHASSENEUIL (VIENNE) GARE;1;CHN;46.6517702,0.3730275
01353-1;01353;0087575217;;Jaunay-Clan;86130;115;Jaunay-Marigny;86;Vienne;0.3816535;46.682044;c;1;GARES C POITOU CHARENTES;"[{""TVS_Code"": ""JAU""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Jaunay-Clan"", ""Alias_Libelle_Fronton"": ""Jaunay-Clan"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""JAUNAY CLAN GARE""}";Jaunay-Clan;Jaunay-Clan;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;JAUNAY CLAN GARE;1;JAU;46.682044,0.3816535
01358-1;01358;0087575142;;Châtellerault;86100;066;Châtellerault;86;Vienne;0.549279;46.818594;b;2;GARES B POITOU CHARENTES;"[{""TVS_Code"": ""CRT""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Châtellerault"", ""Alias_Libelle_Fronton"": ""Châtellerault"", ""AgenceGC_Libelle"": ""DTG Nouvelle Aquitaine"", ""RegionSNCF_Libelle"": ""REGION POITOU-CHARENTES AQUITAINE"", ""UG_Libelle"": ""UG Poitou-Charentes"", ""UT_Libelle"": ""CHATELLERAULT GARE""}";Châtellerault;Châtellerault;True;False;DTG Nouvelle Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;CHATELLERAULT GARE;1;CRT;46.818594,0.549279
01368-1;01368;0087574897;;Saint-Aignan - Noyers;41110;164;Noyers-sur-Cher;41;Loir-et-Cher;1.3838369;47.2869126;c;1;GARES C CENTRE;"[{""TVS_Code"": ""SAN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Aignan - Noyers"", ""Alias_Libelle_Fronton"": ""Saint-Aignan - Noyers"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""SAINT AIGNAN NOYERS GARE""}";Saint-Aignan - Noyers;Saint-Aignan - Noyers;True;False;DTG Centre Ouest;REGION CENTRE;UG Centre;SAINT AIGNAN NOYERS GARE;1;SAN;47.2869126,1.3838369
01370-1;01370;0087574848;;Chissay-en-Touraine;41400;051;Chissay-en-Touraine;41;Loir-et-Cher;1.1333044;47.3349004;c;1;GARES C CENTRE;"[{""TVS_Code"": ""CXT""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Chissay-en-Touraine"", ""Alias_Libelle_Fronton"": ""Chissay-en-Touraine"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""CHISSAY EN TOURAINE GARE""}";Chissay-en-Touraine;Chissay-en-Touraine;True;False;DTG Centre Ouest;REGION CENTRE;UG Centre;CHISSAY EN TOURAINE GARE;1;CXT;47.3349004,1.1333044
01372-1;01372;0087574681;;Monnaie;37380;153;Monnaie;37;Indre-et-Loire;0.7932851;47.4987491;c;1;GARES C CENTRE;"[{""TVS_Code"": ""MON""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Monnaie"", ""Alias_Libelle_Fronton"": ""Monnaie"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""MONNAIE GARE""}";Monnaie;Monnaie;True;False;DTG Centre Ouest;REGION CENTRE;UG Centre;MONNAIE GARE;1;MON;47.4987491,0.7932851
01378-1;01378;0087574509;;Cloyes-sur-le-Loir;28220;103;Cloyes-les-Trois-Rivières;28;Eure-et-Loir;1.2433542;47.9921032;c;1;GARES C CENTRE;"[{""TVS_Code"": ""CLO""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Cloyes-sur-le-Loir"", ""Alias_Libelle_Fronton"": ""Cloyes"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION DE PARIS RIVE GAUCHE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""CLOYES GARE""}";Cloyes-sur-le-Loir;Cloyes;True;False;DTG Centre Ouest;REGION DE PARIS RIVE GAUCHE;UG Centre;CLOYES GARE;1;CLO;47.9921032,1.2433542
01386-1;01386;0087574335;;Limeray;37530;131;Limeray;37;Indre-et-Loire;1.0499661;47.4502088;c;1;GARES C CENTRE;"[{""TVS_Code"": ""LIZ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Limeray"", ""Alias_Libelle_Fronton"": ""Limeray"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""LIMERAY GARE""}";Limeray;Limeray;True;False;DTG Centre Ouest;REGION CENTRE;UG Centre;LIMERAY GARE;1;LIZ;47.4502088,1.0499661
01400-1;01400;0087571885;;Joué-lès-Tours;37300;122;Joué-lès-Tours;37;Indre-et-Loire;0.6675586;47.3541741;c;1;GARES C CENTRE;"[{""TVS_Code"": ""JLT""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Joué-lès-Tours"", ""Alias_Libelle_Fronton"": ""Joué-lès-Tours"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""JOUE LES TOURS GARE""}";Joué-lès-Tours;Joué-lès-Tours;True;False;DTG Centre Ouest;REGION CENTRE;UG Centre;JOUE LES TOURS GARE;1;JLT;47.3541741,0.6675586
01404-1;01404;0087571828;;Langeais;37130;123;Langeais;37;Indre-et-Loire;0.410557;47.324114;b;1;GARES B CENTRE;"[{""TVS_Code"": ""LGS""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Langeais"", ""Alias_Libelle_Fronton"": ""Langeais"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""LANGEAIS GARE""}";Langeais;Langeais;True;False;DTG Centre Ouest;REGION CENTRE;UG Centre;LANGEAIS GARE;1;LGS;47.324114,0.410557
01420-1;01420;0087571448;;Courcay - Tauxigny;37310;085;Courçay;37;Indre-et-Loire;0.867867;47.2377076;c;1;GARES C CENTRE;"[{""TVS_Code"": ""KYY""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Courcay - Tauxigny"", ""Alias_Libelle_Fronton"": ""Courcay - Tauxigny"", ""AgenceGC_Libelle"": ""DTG Centre Ouest"", ""RegionSNCF_Libelle"": ""REGION CENTRE"", ""UG_Libelle"": ""UG Centre"", ""UT_Libelle"": ""COURCAY TAUXIGNY HALTE""}";Courcay - Tauxigny;Courcay - Tauxigny;True;False;DTG Centre Ouest;REGION CENTRE;UG Centre;COURCAY TAUXIGNY HALTE;1;KYY;47.2377076,0.867867
01433-1;01433;0087547315;;Saint-Michel Notre-Dame;75005;056;Paris;75;Paris;2.34545;48.85348;b;;GARES B IDF LIGNE C;"[{""TVS_Code"": ""SHL""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Michel Notre-Dame"", ""Alias_Libelle_Fronton"": ""Saint-Michel Notre-Dame"", ""AgenceGC_Libelle"": ""Direction Générale des Gares Île-de-France"", ""RegionSNCF_Libelle"": ""REGION DE PARIS RIVE GAUCHE"", ""UG_Libelle"": null, ""UT_Libelle"": ""PARIS SAINT MICHEL NOTRE DAME GARE""}";Saint-Michel Notre-Dame;Saint-Michel Notre-Dame;True;False;Direction Générale des Gares Île-de-France;REGION DE PARIS RIVE GAUCHE;;PARIS SAINT MICHEL NOTRE DAME GARE;1;SHL;48.85348,2.34545
01437-1;01437;0087546317;;Chemin d'Antony;92160;002;Antony;92;Hauts-de-Seine;2.3126207;48.7481430;b;;GARES B IDF LIGNE C;"[{""TVS_Code"": ""CHQ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Chemin d'Antony"", ""Alias_Libelle_Fronton"": ""Chemin d'Antony"", ""AgenceGC_Libelle"": ""Direction Générale des Gares Île-de-France"", ""RegionSNCF_Libelle"": ""REGION DE PARIS RIVE GAUCHE"", ""UG_Libelle"": null, ""UT_Libelle"": ""CHEMIN D ANTONY GARE""}";Chemin d'Antony;Chemin d'Antony;True;False;Direction Générale des Gares Île-de-France;REGION DE PARIS RIVE GAUCHE;;CHEMIN D ANTONY GARE;1;CHQ;48.748143,2.3126207
