Code plate-forme;Code gare;Code UIC;Date fin validité plateforme;Intitulé plateforme;Code postal;Code Commune;Commune;Code département;Département;Longitude;Latitude;Segment DRG;Niveau de service;RG;TVSs;SOPs;Gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;DTG;Région SNCF;Unité gare;UT;Nbre plateformes;TVS;WGS 84
00161-1;00161;0087763250;;Aspres-sur-Buëch;05140;010;Aspres-sur-Buëch;05;Hautes-Alpes;5.7545655;44.519428;c;1;GARES C PROV ALPES;"[{""TVS_Code"": ""ASH""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Aspres-sur-Buëch"", ""Alias_Libelle_Fronton"": ""Aspres-sur-Buëch"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""ASPRES SUR BUECH GARE""}";Aspres-sur-Buëch;Aspres-sur-Buëch;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;ASPRES SUR BUECH GARE;1;ASH;44.519428,5.7545655
00163-1;00163;0087763003;;Gap;05000;061;Gap;05;Hautes-Alpes;6.085638;44.563693;b;2;GARES B PROV ALPES;"[{""TVS_Code"": ""GAP""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Gap"", ""Alias_Libelle_Fronton"": ""Gap"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""GAP GARE""}";Gap;Gap;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;GAP GARE;1;GAP;44.563693,6.085638
00167-1;00167;0087761817;;Saillans;26340;289;Saillans;26;Drôme;5.1940397;44.6944365;c;1;GARES C RHONE;"[{""TVS_Code"": ""SIA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saillans"", ""Alias_Libelle_Fronton"": ""Saillans"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""SAILLANS GARE""}";Saillans;Saillans;True;False;DTG Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;SAILLANS GARE;1;SIA;44.6944365,5.1940397
00170-1;00170;0087761742;;Poliénas;38210;310;Poliénas;38;Isère;5.4735849;45.256006;c;1;GARES C ALPES;"[{""TVS_Code"": ""POS""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Poliénas"", ""Alias_Libelle_Fronton"": ""Poliénas"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""POLIENAS GARE""}";Poliénas;Poliénas;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;POLIENAS GARE;1;POS;45.256006,5.4735849
00175-1;00175;0087761262;;Loriol-sur-Drôme;26270;166;Loriol-sur-Drôme;26;Drôme;4.8171679;44.7544973;c;1;GARES C RHONE;"[{""TVS_Code"": ""LOL""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Loriol-sur-Drôme"", ""Alias_Libelle_Fronton"": ""Loriol"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""LORIOL GARE""}";Loriol-sur-Drôme;Loriol;True;False;DTG Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;LORIOL GARE;1;LOL;44.7544973,4.8171679
00176-1;00176;0087761247;;Livron-sur-Drôme;26250;165;Livron-sur-Drôme;26;Drôme;4.8305412;44.7796035;c;1;GARES C RHONE;"[{""TVS_Code"": ""LIV""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Livron-sur-Drôme"", ""Alias_Libelle_Fronton"": ""Livron"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""LIVRON GARE""}";Livron-sur-Drôme;Livron;True;False;DTG Centre Est Rhône Alpin;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;LIVRON GARE;1;LIV;44.7796035,4.8305412
00193-1;00193;0087757617;;Cannes La Bocca;06150;029;Cannes;06;Alpes-Maritimes;6.986601;43.548787;b;1;GARES B COTE AZUR;"[{""TVS_Code"": ""CAB""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Cannes La Bocca"", ""Alias_Libelle_Fronton"": ""Cannes La Bocca"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Côte d'Azur"", ""UT_Libelle"": ""CANNES LA BOCCA GARE""}";Cannes La Bocca;Cannes La Bocca;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Côte d'Azur;CANNES LA BOCCA GARE;1;CAB;43.548787,6.986601
00198-1;00198;0087757559;;Agay;83530;118;Saint-Raphaël;83;Var;6.8564997;43.4313701;c;1;GARES C COTE AZUR;"[{""TVS_Code"": ""AGH""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Agay"", ""Alias_Libelle_Fronton"": ""Agay"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Côte d'Azur"", ""UT_Libelle"": ""AGAY GARE""}";Agay;Agay;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Côte d'Azur;AGAY GARE;1;AGH;43.4313701,6.8564997
00204-1;00204;0087756890;;Viévola;06430;163;Tende;06;Alpes-Maritimes;7.5627976;44.1125561;c;1;GARES C COTE AZUR;"[{""TVS_Code"": ""VVA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Viévola"", ""Alias_Libelle_Fronton"": ""Vievola"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Côte d'Azur"", ""UT_Libelle"": ""VIEVOLA GARE""}";Viévola;Vievola;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Côte d'Azur;VIEVOLA GARE;1;VVA;44.1125561,7.5627976
00206-1;00206;0087756874;;La Brigue;06430;162;Brigue;06;Alpes-Maritimes;7.6056235;44.0625669;c;1;GARES C COTE AZUR;"[{""TVS_Code"": ""WBI""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Brigue"", ""Alias_Libelle_Fronton"": ""La Brigue"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Côte d'Azur"", ""UT_Libelle"": ""LA BRIGUE GARE""}";La Brigue;La Brigue;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Côte d'Azur;LA BRIGUE GARE;1;WBI;44.0625669,7.6056235
00216-1;00216;0087756767;;La Trinité Victor;06340;149;Trinité;06;Alpes-Maritimes;7.3114604;43.7427854;b;1;GARES C COTE AZUR;"[{""TVS_Code"": ""TVR""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Trinité Victor"", ""Alias_Libelle_Fronton"": ""La Trinité Victor"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Côte d'Azur"", ""UT_Libelle"": ""LA TRINITE VICTOR GARE""}";La Trinité Victor;La Trinité Victor;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Côte d'Azur;LA TRINITE VICTOR GARE;1;TVR;43.7427854,7.3114604
00218-1;00218;0087756486;;Menton;06500;083;Menton;06;Alpes-Maritimes;7.493300;43.774444;b;2;GARES B COTE AZUR;"[{""TVS_Code"": ""MEN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Menton"", ""Alias_Libelle_Fronton"": ""Menton"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Côte d'Azur"", ""UT_Libelle"": ""MENTON GARE""}";Menton;Menton;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Côte d'Azur;MENTON GARE;1;MEN;43.774444,7.4933
00232-1;00232;0087756056;;Nice;06008;088;Nice;06;Alpes-Maritimes;7.261904;43.704556;a;3;GARE NICE VILLE;"[{""TVS_Code"": ""NIC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Nice"", ""Alias_Libelle_Fronton"": ""Nice"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Côte d'Azur"", ""UT_Libelle"": ""NICE VILLE GARE""}";Nice;Nice;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Côte d'Azur;NICE VILLE GARE;1;NIC;43.704556,7.261904
00238-1;00238;0087755405;;Le Luc - Le Cannet;83340;031;Cannet-des-Maures;83;Var;6.3430972;43.3902379;b;1;GARES C PROV ALPES;"[{""TVS_Code"": ""LEC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Le Luc - Le Cannet"", ""Alias_Libelle_Fronton"": ""Le Luc - Le Cannet"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""LE LUC ET LE CANNET GARE""}";Le Luc - Le Cannet;Le Luc - Le Cannet;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;LE LUC ET LE CANNET GARE;1;LEC;43.3902379,6.3430972
00248-1;00248;0087755231;;Ollioules - Sanary-sur-Mer;83190;090;Ollioules;83;Var;5.824979;43.122586;b;1;GARES B PROV ALPES;"[{""TVS_Code"": ""OLL""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Ollioules - Sanary-sur-Mer"", ""Alias_Libelle_Fronton"": ""Ollioules - Sanary-sur-Mer"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""OLLIOULES SANARY SUR MER P GARE""}";Ollioules - Sanary-sur-Mer;Ollioules - Sanary-sur-Mer;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;OLLIOULES SANARY SUR MER P GARE;1;OLL;43.122586,5.824979
00256-1;00256;0087753681;;Saint-Martin-de-Crau;13310;097;Saint-Martin-de-Crau;13;Bouches-du-Rhône;4.8003403;43.6223344;b;1;GARES B PROV ALPES;"[{""TVS_Code"": ""SMD""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Martin-de-Crau"", ""Alias_Libelle_Fronton"": ""Saint-Martin-de-Crau"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""SAINT MARTIN DE CRAU GARE""}";Saint-Martin-de-Crau;Saint-Martin-de-Crau;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;SAINT MARTIN DE CRAU GARE;1;SMD;43.6223344,4.8003403
00262-1;00262;0087753541;;La Couronne Carro;13500;056;Martigues;13;Bouches-du-Rhône;5.0517077;43.3398078;c;1;GARES C PROV ALPES;"[{""TVS_Code"": ""CRQ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""La Couronne Carro"", ""Alias_Libelle_Fronton"": ""La Couronne Carro"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""LA COURONNE CARRO GARE""}";La Couronne Carro;La Couronne Carro;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;LA COURONNE CARRO GARE;1;CRQ;43.3398078,5.0517077
00263-1;00263;0087753509;;Martigues;13500;056;Martigues;13;Bouches-du-Rhône;5.0257804;43.3929209;c;1;GARES C PROV ALPES;"[{""TVS_Code"": ""MTG""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Martigues"", ""Alias_Libelle_Fronton"": ""Martigues"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""MARTIGUES GARE""}";Martigues;Martigues;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;MARTIGUES GARE;1;MTG;43.3929209,5.0257804
00266-1;00266;0087753442;;Fos-sur-Mer;13270;039;Fos-sur-Mer;13;Bouches-du-Rhône;4.974579;43.428029;c;1;GARES C PROV ALPES;"[{""TVS_Code"": ""FOS""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Fos-sur-Mer"", ""Alias_Libelle_Fronton"": ""Fos-sur-Mer"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""FOS SUR MER P GARE""}";Fos-sur-Mer;Fos-sur-Mer;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;FOS SUR MER P GARE;1;FOS;43.428029,4.974579
00268-1;00268;0087753418;;Istres;13800;047;Istres;13;Bouches-du-Rhône;4.9804272;43.5153953;b;1;GARES C PROV ALPES;"[{""TVS_Code"": ""ISR""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Istres"", ""Alias_Libelle_Fronton"": ""Istres"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""ISTRES GARE""}";Istres;Istres;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;ISTRES GARE;1;ISR;43.5153953,4.9804272
00273-1;00273;0087753202;;Saint-Chamas;13250;092;Saint-Chamas;13;Bouches-du-Rhône;5.0402963;43.5511577;c;1;GARES C PROV ALPES;"[{""TVS_Code"": ""SHY""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Chamas"", ""Alias_Libelle_Fronton"": ""Saint-Chamas"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""SAINT CHAMAS GARE""}";Saint-Chamas;Saint-Chamas;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;SAINT CHAMAS GARE;1;SHY;43.5511577,5.0402963
00277-1;00277;0087751826;;Saint-Antoine;13015;055;Marseille;13;Bouches-du-Rhône;5.3578102;43.3695993;c;1;GARES C PROV ALPES;"[{""TVS_Code"": ""SNT""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Antoine"", ""Alias_Libelle_Fronton"": ""Saint-Antoine"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""SAINT ANTOINE GARE""}";Saint-Antoine;Saint-Antoine;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;SAINT ANTOINE GARE;1;SNT;43.3695993,5.3578102
00281-1;00281;0087751750;;Aubagne;13400;005;Aubagne;13;Bouches-du-Rhône;5.566580;43.296045;b;1;GARES B PROV ALPES;"[{""TVS_Code"": ""AUB""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Aubagne"", ""Alias_Libelle_Fronton"": ""Aubagne"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""AUBAGNE GARE""}";Aubagne;Aubagne;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;AUBAGNE GARE;1;AUB;43.296045,5.56658
00286-1;00286;0087751636;;Séon Saint-Henri;13016;055;Marseille;13;Bouches-du-Rhône;5.3399592;43.3624191;c;1;GARES C PROV ALPES;"[{""TVS_Code"": ""ZSH""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Séon Saint-Henri"", ""Alias_Libelle_Fronton"": ""Séon Saint-Henri"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""SEON ST ANDRE EX GARE""}";Séon Saint-Henri;Séon Saint-Henri;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;SEON ST ANDRE EX GARE;1;ZSH;43.3624191,5.3399592
00287-1;00287;0087751602;;L'Estaque;13016;055;Marseille;13;Bouches-du-Rhône;5.3213598;43.363628;b;1;GARES C PROV ALPES;"[{""TVS_Code"": ""LES""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""L'Estaque"", ""Alias_Libelle_Fronton"": ""L'Estaque"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""L ESTAQUE GARE""}";L'Estaque;L'Estaque;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;L ESTAQUE GARE;1;LES;43.363628,5.3213598
00288-1;00288;0087751529;;L'Ariane La Trinité;06340;149;Trinité;06;Alpes-Maritimes;7.3025298;43.7343716;c;1;GARES C COTE AZUR;"[{""TVS_Code"": ""ATJ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""L'Ariane La Trinité"", ""Alias_Libelle_Fronton"": ""L'Ariane La Trinité"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Côte d'Azur"", ""UT_Libelle"": ""L ARIANE HALTE""}";L'Ariane La Trinité;L'Ariane La Trinité;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Côte d'Azur;L ARIANE HALTE;1;ATJ;43.7343716,7.3025298
00289-1;00289;0087751438;;Simiane-Collongue;13109;107;Simiane-Collongue;13;Bouches-du-Rhône;5.426148;43.434747;b;1;GARES B PROV ALPES;"[{""TVS_Code"": ""SIE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Simiane-Collongue"", ""Alias_Libelle_Fronton"": ""Simiane"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG Régionale PA"", ""UT_Libelle"": ""SIMIANE GARE""}";Simiane-Collongue;Simiane;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;SIMIANE GARE;1;SIE;43.434747,5.426148
00300-1;00300;0087751008;;Marseille Saint-Charles;13232;055;Marseille;13;Bouches-du-Rhône;5.380407;43.302666;a;3;GARE MARSEILLE ST CHARLES;"[{""TVS_Code"": ""MSC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Marseille Saint-Charles"", ""Alias_Libelle_Fronton"": ""Marseille Saint-Charles"", ""AgenceGC_Libelle"": ""DTG Grand Sud"", ""RegionSNCF_Libelle"": ""REGION PROVENCE ALPES COTE D'AZUR"", ""UG_Libelle"": ""UG LGV PA"", ""UT_Libelle"": ""MARSEILLE ST CHARLES GARE""}";Marseille Saint-Charles;Marseille Saint-Charles;True;False;DTG Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG LGV PA;MARSEILLE ST CHARLES GARE;1;MSC;43.302666,5.380407
00303-1;00303;0087747626;;Clelles - Mens;38930;113;Clelles;38;Isère;5.6050622;44.8272443;c;1;GARES C ALPES;"[{""TVS_Code"": ""CMS""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Clelles - Mens"", ""Alias_Libelle_Fronton"": ""Clelles - Mens"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""CLELLES MENS GARE""}";Clelles - Mens;Clelles - Mens;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;CLELLES MENS GARE;1;CMS;44.8272443,5.6050622
00306-1;00306;0087747568;;Saint-Georges-de-Commiers;38450;388;Saint-Georges-de-Commiers;38;Isère;5.7017874;45.0437667;c;1;GARES C ALPES;"[{""TVS_Code"": ""SGC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Georges-de-Commiers"", ""Alias_Libelle_Fronton"": ""Saint-Georges-de-Commiers"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""SAINT GEORGES DE COMMIERS GARE""}";Saint-Georges-de-Commiers;Saint-Georges-de-Commiers;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;SAINT GEORGES DE COMMIERS GARE;1;SGC;45.0437667,5.7017874
00308-1;00308;0087747519;;Le Pont-de-Claix;38800;317;Pont-de-Claix;38;Isère;5.6998669;45.1251549;c;1;GARES C ALPES;"[{""TVS_Code"": ""PDC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Le Pont-de-Claix"", ""Alias_Libelle_Fronton"": ""Pont-de-Claix"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""PONT DE CLAIX GARE""}";Le Pont-de-Claix;Pont-de-Claix;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;PONT DE CLAIX GARE;1;PDC;45.1251549,5.6998669
00310-1;00310;0087747477;;Goncelin;38570;181;Goncelin;38;Isère;5.974136;45.341941;b;1;GARES B ALPES;"[{""TVS_Code"": ""GOC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Goncelin"", ""Alias_Libelle_Fronton"": ""Goncelin"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""GONCELIN GARE""}";Goncelin;Goncelin;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;GONCELIN GARE;1;GOC;45.341941,5.974136
00318-1;00318;0087747279;;Réaumont - Saint-Cassien;38140;373;Saint-Cassien;38;Isère;5.5346895;45.3688217;b;1;GARES B ALPES;"[{""TVS_Code"": ""RCS""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Réaumont - Saint-Cassien"", ""Alias_Libelle_Fronton"": ""Réaumont - Saint-Cassien"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""REAUMONT HALTE""}";Réaumont - Saint-Cassien;Réaumont - Saint-Cassien;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Alpes;REAUMONT HALTE;1;RCS;45.3688217,5.5346895
00335-1;00335;0087746768;;Les Bossons;74400;056;Chamonix-Mont-Blanc;74;Haute-Savoie;6.8391969;45.9067455;c;1;GARES C ALPES;"[{""TVS_Code"": ""BHS""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Les Bossons"", ""Alias_Libelle_Fronton"": ""Les Bossons"", ""AgenceGC_Libelle"": ""DTG Centre Est Rhône Alpin"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Etablissement Mont Blanc"", ""UT_Libelle"": ""LES BOSSONS GARE""}";Les Bossons;Les Bossons;True;False;DTG Centre Est Rhône Alpin;REGION ALPES;UG Etablissement Mont Blanc;LES BOSSONS GARE;1;BHS;45.9067455,6.8391969
